algo_name,seed_count
ails2_eoh_omega2,2
ails2_eoh_acc_large,5
ails2_eoh_acc,13
ails2_etaMax1.000_stoppingTime86400.00,2
ails2_etaMax0.005_stoppingTime86400.00,1
HGS-TV,16
ails2_etaMax1.000_stoppingTime864000.00,4
warm_start,1
